,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,description_lengths_cleaned,description_cleaned
80089,84539,France,this is a crisp fruity wine  full of red berry fruits and acidity  it has the vintage s rich character  juicy and with a core of tannins that will soften quickly  drink from      ,Château de Chamirey,88,33,Burgundy,Mercurey,UNKNOWN,Roger Voss,@vossroger,Domaines Devillard 2015 Château de Chamirey  (Mercurey),Pinot Noir,Domaines Devillard,17,crisp fruiti wine full red berri fruit acid vintag rich charact juici core tannin soften quickli drink
80094,84544,France,in the rush for white wines  it is sometimes forgotten that chassagne montrachet once produced more red than white  this soft perfumed wine shows the generous nature of the wines from this appellation with red cherry flavors coming from the pinot noir  rich  soft and fruity  the wine will be ready from      ,UNKNOWN,88,14,Burgundy,Chassagne-Montrachet,UNKNOWN,Roger Voss,@vossroger,Florent Descombe 2014  Chassagne-Montrachet,Pinot Noir,Florent Descombe,29,rush white wine sometim forgotten chassagn montrachet produc red white soft perfum wine show gener natur wine appel red cherri flavor come pinot noir rich soft fruiti wine readi
80118,84568,US,here s a bowl full of fresh purple berries  plums and cherries  it s forward  fruity and just substantial enough  with supporting tannins  to age for another half decade or so  drink now through      ,Estate,89,20,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,David Hill 2012 Estate Pinot Noir (Willamette Valley),Pinot Noir,David Hill,18,bowl full fresh purpl berri plum cherri forward fruiti substanti enough support tannin age anoth half decad drink
80368,84820,France,produced from vines mainly planted in the     s  this is a concentrated dark wine  rich and ripe  it has powerful tannins mingled with beautifully perfumed fruits  the wine is dense and packed with floral fruitiness as well as fine  sweet tannins  drink from      ,UNKNOWN,95,973,Burgundy,Musigny,UNKNOWN,Roger Voss,@vossroger,Domaine Jacques Prieur 2014  Musigny,Pinot Noir,Domaine Jacques Prieur,25,produc vine mainli plant concentr dark wine rich ripe power tannin mingl beauti perfum fruit wine dens pack floral fruiti well fine sweet tannin drink
80379,84831,France,ripe and full of red berry aromas and flavors  this is a generous  warm wine  it has great swathes of juicy acidity and an attractive touch of toasty  spicy wood that is integrating well with the fruit  the tannic structure offers good support for the bright acidity and rich fruitiness  drink from      ,Bressandes Premier Cru,94,89,Burgundy,Beaune,UNKNOWN,Roger Voss,@vossroger,Chanson Père et Fils 2013 Bressandes Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils,31,ripe full red berri aroma flavor gener warm wine great swath juici acid attract touch toasti spici wood integr well fruit tannic structur offer good support bright acid rich fruiti drink
80479,84942,US,some young tasting  tart raspberry fruit is front and center here  with the character of hard candy  it hits the palate quickly and stays there  without showing much else  more bottle age may help to unwind this a bit ,Hyland Vineyard Reserve,86,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,City Winery Chicago 2012 Hyland Vineyard Reserve Pinot Noir (Willamette Valley),Pinot Noir,City Winery Chicago,24,young tast tart raspberri fruit front center charact hard candi hit palat quickli stay without show much els bottl age may help unwind bit
80490,84953,US,pretty and scented with watermelon and strawberry  this ros  turns tart in the mouth  tasting of rhubarb and sour berry  it s fresh and refreshing  especially drunk cold in hot weather with a picnic spread ,Rosé of,86,16,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Walnut City WineWorks 2013 Rosé of Pinot Noir (Willamette Valley),Pinot Noir,Walnut City WineWorks,21,pretti scent watermelon strawberri ro turn tart mouth tast rhubarb sour berri fresh refresh especi drunk cold hot weather picnic spread
80588,85053,US,a fine  spicy pinot noir  elegant and silky  there s lots of candied raspberry  cherry  orange zest and persimmon fruit and caramelized oak  so the wine tastes almost sweet  but it s actually dry ,Savoy Vineyard,89,39,California,Anderson Valley,UNKNOWN,UNKNOWN,UNKNOWN,Kutch 2009 Savoy Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Kutch,22,fine spici pinot noir eleg silki lot candi raspberri cherri orang zest persimmon fruit caramel oak wine tast almost sweet actual dri
80614,85079,France,named after david moreau s mother  simone  this old vine wine is concentrated  with sweet tasting fruit and spicy tannins  the tight acidity gives a delicious lift to the red berry flavors ,Cuvée S,89,30,Burgundy,Santenay,UNKNOWN,Roger Voss,@vossroger,David Moreau 2010 Cuvée S  (Santenay),Pinot Noir,David Moreau,22,name david moreau mother simon old vine wine concentr sweet tast fruit spici tannin tight acid give delici lift red berri flavor
80632,85097,New Zealand,despite starting off with some stalky woody aromas and a healthy dash of hickory smoke  this wine turns fruity and approachable on the palate  strawberry and cherry notes are accented by twig and herb touches  while the texture is supple and the finish is long  drink now      ,UNKNOWN,89,22,Wairau Valley,UNKNOWN,UNKNOWN,Joe Czerwinski,@JoeCz,Wither Hills 2010 Pinot Noir (Wairau Valley),Pinot Noir,Wither Hills,26,despit start stalki woodi aroma healthi dash hickori smoke wine turn fruiti approach palat strawberri cherri note accent twig herb touch textur suppl finish long drink
80634,85099,France,fruity and fragrant  this savigny shows extra weight that makes it serious and age worthy  the wine s tannins are cushioned by the generous red fruits  which promise aging potential  wood and spice flavors emphasize the finish ,Clos des Guettes Premier Cru,89,50,Burgundy,Savigny-lès-Beaune,UNKNOWN,Roger Voss,@vossroger,Louis Jadot 2010 Clos des Guettes Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Louis Jadot,24,fruiti fragrant savigni show extra weight make seriou age worthi wine tannin cushion gener red fruit promis age potenti wood spice flavor emphas finish
80870,85361,Chile,dark purple in color  and very rich on the nose  there s also balancing tart aromatics of rhubarb and bramble  looks  smells and tastes like a new world california style of pinot noir  it s creamy and oaky in the mouth  but behind that there s ripe  varietal flavors that grow on you as the wine airs out  maybe too big and brawny for fans of elegant pns  but plenty good if you like a full bodied modern wine ,Tobiano,87,20,Casablanca Valley,UNKNOWN,UNKNOWN,Michael Schachner,@wineschach,Kingston Family 2007 Tobiano Pinot Noir (Casablanca Valley),Pinot Noir,Kingston Family,44,dark purpl color rich nose also balanc tart aromat rhubarb brambl look smell tast like new world california style pinot noir creami oaki mouth behind ripe variet flavor grow wine air mayb big brawni fan eleg pn plenti good like full bodi modern wine
81060,85580,France,from vineyards close to the winery in chevannes  this wine is ripe and fruity  it has attractive acidity  recalling the freshness of the vintage  and tannins that hold it together  providing a firm background  drink from late      ,Cuvée Louis Auguste,88,43,Burgundy,Bourgogne Hautes Côtes de Nuits,UNKNOWN,Roger Voss,@vossroger,David Duband 2014 Cuvée Louis Auguste  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,David Duband,20,vineyard close wineri chevann wine ripe fruiti attract acid recal fresh vintag tannin hold togeth provid firm background drink late
81115,85638,US,as the label indicates  this is the eighth edition of this top level reserve  none was made in        it s given     new oak  and tasted alongside the winery s other      pinots it s clearly the most concentrated  with plush fruit  sweet spice  and highlights of tobacco and vanilla  drink now through the early     s ,Mark VIII,92,70,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Anam Cara 2014 Mark VIII Pinot Noir (Chehalem Mountains),Pinot Noir,Anam Cara,27,label indic eighth edit top level reserv none made given new oak tast alongsid wineri pinot clearli concentr plush fruit sweet spice highlight tobacco vanilla drink earli
81116,85639,US,light at first  almost delicate  this pretty wine has strawberry and pomegranate fruit  gentle herbal highlights  and tannins that taste of green tea  the finish turns a bit astringent  with a lick of cola  give it some hours of aeration and it fleshes out  with a lush mix of tart fruit and milk chocolate barrel flavors ,Riverside Vineyard,92,55,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Aubichon Cellars 2015 Riverside Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Aubichon Cellars,34,light first almost delic pretti wine strawberri pomegran fruit gentl herbal highlight tannin tast green tea finish turn bit astring lick cola give hour aerat flesh lush mix tart fruit milk chocol barrel flavor
81155,85678,France,a blend of grapes from different growers  this is a structured  firm wine  it has a core of drying tannins as well as the bright fruitiness of the vintage  as it develops  that fruit will grow richer and fuller yet always maintaining a crisp edge  drink from      ,UNKNOWN,90,62,Burgundy,Pommard,UNKNOWN,Roger Voss,@vossroger,Louis Jadot 2014  Pommard,Pinot Noir,Louis Jadot,25,blend grape differ grower structur firm wine core dri tannin well bright fruiti vintag develop fruit grow richer fuller yet alway maintain crisp edg drink
81182,85705,US,this softly delicious  complex wine is one of the reasons why pinot noir has soared in popularity lately  made from the dijon clones that give such fruity wines in california  it s filled with raspberry  cherry and smoky cedar flavors  with the silky elegance you want from this variety  drink this flashy wine soon  to fully appreciate the youthful fruit ,Reserve,93,57,California,Carneros,Napa-Sonoma,UNKNOWN,UNKNOWN,Frank Family 2010 Reserve Pinot Noir (Carneros),Pinot Noir,Frank Family,36,softli delici complex wine one reason pinot noir soar popular late made dijon clone give fruiti wine california fill raspberri cherri smoki cedar flavor silki eleg want varieti drink flashi wine soon fulli appreci youth fruit
81398,85946,France,light and fruity  this has red fruit flavors that are tempered with soft  perfumed tannins and balancing acidity  some sweetness shows through toward the finish  ready to drink now ,UNKNOWN,86,43,Burgundy,Bourgogne,UNKNOWN,Roger Voss,@vossroger,Nicolas Potel 2010  Bourgogne,Pinot Noir,Nicolas Potel,17,light fruiti red fruit flavor temper soft perfum tannin balanc acid sweet show toward finish readi drink
81478,86033,US,an untamed style of wine  with wild fruit and ever so slight citrus aromatics  it s got a nice full body to it  with some creaminess in the mouth  proper acids and a good application of oak keep it balanced  bridgeview has a knack for making well priced pinot noir that s fruity  friendly and complex enough to satisfy those who know and love the grape  this is a perfect case in point ,Blue Moon,90,15,Oregon,Oregon,Oregon Other,Michael Schachner,@wineschach,Bridgeview 1998 Blue Moon Pinot Noir (Oregon),Pinot Noir,Bridgeview,40,untam style wine wild fruit ever slight citru aromat got nice full bodi creami mouth proper acid good applic oak keep balanc bridgeview knack make well price pinot noir fruiti friendli complex enough satisfi know love grape perfect case point
81501,86056,US,there s a high wire pungency to this slightly rustic single vineyard offering that shows notes of smoked meat  molasses  rhubarb and tar  if any one thing carries the nose it s some burnt popcorn  the fruity palate is jammy and hard driving  this one is about robust berry fruit rather than nuance  give it a couple of years to lose its youthful spunk ,La Boheme,89,28,Oregon,Willamette Valley,Willamette Valley,Michael Schachner,@wineschach,Elk Cove 1998 La Boheme Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove,38,high wire pungenc slightli rustic singl vineyard offer show note smoke meat molass rhubarb tar one thing carri nose burnt popcorn fruiti palat jammi hard drive one robust berri fruit rather nuanc give coupl year lose youth spunk
81506,86061,US,there s a persistent menthol note running through this wine that may prove controversial  my money is that it will integrate with time  say      years  into the otherwise rich cherry fruit  the finish is explosively fruity and long  which bodes well for the future ,Reserve,89,34,Oregon,Willamette Valley,Willamette Valley,Joe Czerwinski,@JoeCz,Erath 1998 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Erath,24,persist menthol note run wine may prove controversi money integr time say year otherwis rich cherri fruit finish explos fruiti long bode well futur
